name,type,cell_id,google_id,status,search,source,geometry,neighborhood,x,y,id
Brewer Fountain,Parks,Cell 162,ChIJ78uiwpxw44kRwsrIkp-4NK8,checked,fountain,google_api,"c(-71.063103, 42.356194)",Beacon Hill,-71.063103,42.356194,234
Brewer-burroughs playground,Parks,Cell 74,NA,"new, visited",NA,humancoding_fall,"c(-71.1154718, 42.3116686)",Jamaica Plain,-71.1154718,42.3116686,235
Brian Honan Park,Parks,Cell 121,NA,new,NA,humancoding_fall,"c(-71.1399786, 42.3444946)",Brighton,-71.1399786,42.3444946,236
Brighton Branch of the Boston Public Library,Community Spaces,Cell 120,ChIJDx-3rUl444kRcGpGA2O8wi8,checked,library,google_api,"c(-71.152789, 42.347604)",Brighton,-71.152789,42.347604,237
Brighton Cafe,Social Businesses,Cell 121,ChIJ7aCFlrR544kRVmHFN0u5X-Q,checked,cafe,google_api,"c(-71.143153, 42.344026)",Brighton,-71.143153,42.344026,238
Brighton Church of Pentecost,Places of Worship,Cell 119,ChIJkxyfc0B444kRErDUIRfm-tQ,checked,place of worship,google_api,"c(-71.167401, 42.351391)",Brighton,-71.167401,42.351391,240
Brighton Common,Parks,Cell 120,ChIJByjoskl444kRNLxOj1s3EIs,checked,park,google_api,"c(-71.153671, 42.347896)",Brighton,-71.153671,42.347896,241
"Brighton Division, Boston Municipal Court",Community Spaces,Cell 120,ChIJ5Whkqkl444kR2ykyDWuedE4,checked,city hall,google_api,"c(-71.153217, 42.347297)",Brighton,-71.153217,42.347297,242
Brighton Landing Cafe,Social Businesses,Cell 138,ChIJ12uCYjJ444kR6ePTLi-3K9E,checked,cafe,google_api,"c(-71.146522, 42.357674)",Brighton,-71.146522,42.357674,244
Brighton Worship Cathedral,Places of Worship,Cell 119,ChIJ__9TDEB444kRlIzlVZF_B-A,checked,place of worship,google_api,"c(-71.16734, 42.351469)",Brighton,-71.16734,42.351469,245
Bromer Booksellers and Gallery,Social Businesses,Cell 161,ChIJHUQqZQx644kRQR2UmK8SPOM,checked,bookstore,google_api,"c(-71.077228, 42.35043)",Back Bay,-71.077228,42.35043,246
Bromley Heath Play Area,Parks,Cell 95,NA,new,NA,humancoding_fall,"c(-71.1023721, 42.3252447)",Jamaica Plain,-71.1023721,42.3252447,249
Bromley Heath Playgroun,Parks,Cell 95,NA,new,NA,humancoding_fall,"c(-71.1016801, 42.3241897)",Jamaica Plain,-71.1016801,42.3241897,250
Brook Farm,Parks,Cell 40,ChIJWXT4rVp_44kRPxca24AFvr0,checked,park,google_api,"c(-71.178271, 42.288947)",West Roxbury,-71.178271,42.288947,251
Brook Farm Historic Site,Parks,Cell 40,ChIJ8Q-f2Eh_44kRVqSv2a-bQHU,checked,park,google_api,"c(-71.175432, 42.290959)",West Roxbury,-71.175432,42.290959,252
"Brookside Community Garden
",Parks,Cell 84,NA,new,NA,humancoding_fall,"c(-71.1043796, 42.3133642)",Jamaica Plain,-71.1043796,42.3133642,253
Brophy Park,Parks,Cell 185,ChIJZVAtO2Bx44kRFyGy6826p3M,checked,park,google_api,"c(-71.033553, 42.365673)",East Boston,-71.033553,42.365673,254
Brothers Barber Shop,Social Businesses,Cell 86,NA,new,NA,humancoding_fall,"c(-71.0731366, 42.3099207)",Dorchester,-71.0731366,42.3099207,255
Brucewood Street Park,Parks,Cell 53,NA,new,NA,humancoding_fall,"c(-71.1553875, 42.2952327)",West Roxbury,-71.1553875,42.2952327,256
Bruegger's Bagels,Social Businesses,Cell 53,ChIJe8mdic1444kRiLVOsk_GwDE,new,cafe,google_api,"c(-71.15701, 42.296435)",West Roxbury,-71.15701,42.296435,257
Brunswick-King Play Area,Parks,Cell 86,NA,new,NA,humancoding_fall,"c(-71.0777889, 42.3098923)",Dorchester,-71.0777889,42.3098923,258
Buckley Playground,Parks,Cell 146,ChIJTRJLLoh644kR2S0jD3qg-Y8,checked,park,google_api,"c(-71.049127, 42.339256)",South Boston,-71.049127,42.339256,259
Buckwood/Claremont Community Garden,Parks,Cell 144,NA,new,NA,humancoding_fall,"c(-71.0817604, 42.3428137)",Back Bay,-71.0817604,42.3428137,261
Buick Street Market & Café,Social Businesses,Cell 141,NA,new,NA,humancoding_fall,"c(-71.1157191, 42.3520639)",Allston,-71.1157191,42.3520639,262
Bullard Community Garden,Parks,Cell 78,NA,new,NA,humancoding_fall,"c(-71.0739636, 42.3024037)",Dorchester,-71.0739636,42.3024037,263
Bunker Hill Community College Library,Community Spaces,Cell 193,ChIJeU4IbOtw44kRVfljqysh5zI,checked,library,google_api,"c(-71.070172, 42.375928)",Charlestown,-71.070172,42.375928,264
Bunker Hill Monument,Parks,Cell 193,NA,new,NA,humancoding_fall,"c(-71.0607764, 42.3763541)",Charlestown,-71.0607764,42.3763541,265
Bussey Brook Meadow,Parks,Cell 65,NA,"new, visited",NA,humancoding_fall,"c(-71.118837, 42.2990973)",Jamaica Plain,-71.118837,42.2990973,267
Butterfly Garden,Parks,Cell 95,NA,new,NA,humancoding_fall,"c(-71.1040404, 42.326965)",Mission Hill,-71.1040404,42.326965,268
Butterfly Meadow,Parks,Cell 125,NA,new,NA,humancoding_fall,"c(-71.0828377, 42.3419496)",Back Bay,-71.0828377,42.3419496,269
Byrne playground,Parks,Cell 79,NA,new,NA,humancoding_fall,"c(-71.0524529, 42.3009571)",Dorchester,-71.0524529,42.3009571,270
C&J Nail Spa,Social Businesses,Cell 183,NA,new,NA,humancoding_fall,"c(-71.0557291, 42.3637044)",North End,-71.0557291,42.3637044,271
Cafe 472,Social Businesses,Cell 143,NA,new,NA,humancoding_fall,"c(-71.0936466, 42.3486895)",Fenway,-71.0936466,42.3486895,273
Cafe Beirut,Social Businesses,Cell 83,ChIJZ2tna25544kRDl4eX1UvRZM,checked,cafe,google_api,"c(-71.113945, 42.313029)",Jamaica Plain,-71.113945,42.313029,274
Cafe Gigu,Social Businesses,Cell 195,NA,new,NA,humancoding_fall,"c(-71.0391611, 42.3727417)",East Boston,-71.0391611,42.3727417,275
Cafe Juice Up,Social Businesses,Cell 47,ChIJeR82_l1944kR1-9us58bbbo,checked,cafe,google_api,"c(-71.092651, 42.279646)",Mattapan,-71.092651,42.279646,276
Cafe Landwer,Social Businesses,Cell 92,ChIJn5MsJfZ544kRE8TP-vzSCwc,checked,cafe,google_api,"c(-71.150361, 42.335278)",Brighton,-71.150361,42.335278,277
Cafe Landwer,Social Businesses,Cell 142,NA,"new, visited",NA,humancoding_fall,"c(-71.1057019, 42.34681)",Fenway,-71.1057019,42.34681,278
Cafe Madeleine,Social Businesses,Cell 144,NA,new,NA,humancoding_fall,"c(-71.0800342, 42.3422349)",South End,-71.0800342,42.3422349,279
Cafe Mirror,Social Businesses,Cell 120,ChIJ8zft0kl444kRVX5xZcUsbf0,checked,cafe,google_api,"c(-71.153611, 42.348889)",Brighton,-71.153611,42.348889,280
Café Quattro,Social Businesses,Cell 125,NA,new,NA,humancoding_fall,"c(-71.0744394, 42.3356926)",South End,-71.0744394,42.3356926,281
Cafenation,Social Businesses,Cell 120,ChIJYbTjMUh444kRp9V8pzNpWWY,checked,cafe,google_api,"c(-71.154182, 42.348955)",Brighton,-71.154182,42.348955,282
Caffè Bene,Social Businesses,Cell 125,NA,new,NA,humancoding_fall,"c(-71.0847752, 42.3423706)",Fenway,-71.0847752,42.3423706,283
Caffe Dello Sport,Social Businesses,Cell 183,NA,"new, visited",NA,humancoding_fall,"c(-71.05406575, 42.36432192)",North End,-71.05406575,42.36432192,284
Caffè Nero,Social Businesses,Cell 120,ChIJRciT_kl444kROS_AbAjaobs,checked,cafe,google_api,"c(-71.151102, 42.34887)",Brighton,-71.151102,42.34887,285
Caffè Nero,Social Businesses,Cell 74,ChIJu0qcmW5544kRTsfNRhjcoOc,"checked, visited",cafe,google_api,"c(-71.114883, 42.311038)",Jamaica Plain,-71.114883,42.311038,286
Caffè Nero,Social Businesses,Cell 123,NA,new,NA,humancoding_fall,"c(-71.1008569, 42.3439669)",Fenway,-71.1008569,42.3439669,287
Caffè Nero,Social Businesses,Cell 143,NA,new,NA,humancoding_fall,"c(-71.0866197, 42.3435718)",Fenway,-71.0866197,42.3435718,288
Caffe Victoria,Social Businesses,Cell 183,NA,"new, visited",NA,humancoding_fall,"c(-71.05435409, 42.36409785)",North End,-71.05435409,42.36409785,289
Calvary Baptist Church,Places of Worship,Cell 70,NA,new,NA,humancoding_fall,"c(-71.0606478, 42.286942)",Dorchester,-71.0606478,42.286942,290
Calvary Cemetery,Places of Worship,Cell 46,NA,new,NA,humancoding_fall,"c(-71.1114294, 42.2775848)",Roslindale,-71.1114294,42.2775848,291
"Calvary Church International
",Places of Worship,Cell 87,NA,new,NA,humancoding_fall,"c(-71.0614093, 42.3077201)",Dorchester,-71.0614093,42.3077201,292
Camp Meigs Playground,Parks,Cell 2,NA,new,NA,humancoding_fall,"c(-71.1316833, 42.2349052)",Hyde Park,-71.1316833,42.2349052,293
Campus Park,Parks,Cell 124,NA,"new, visited",NA,humancoding_fall,"c(-71.0902101, 42.3370527)",Fenway,-71.0902101,42.3370527,294
Caramelo Bakery & Cafe,Social Businesses,Cell 86,ChIJhz_pgwl744kRKIb6t-vzTzw,checked,cafe,google_api,"c(-71.081107, 42.311795)",Roxbury,-71.081107,42.311795,296
Carbon Salon,Social Businesses,Cell 162,NA,new,NA,humancoding_fall,"c(-71.063955, 42.3537159)",Downtown,-71.063955000000007,42.3537159,297
Cardinal Cushing Memorial Park,Parks,Cell 174,NA,new,NA,humancoding_fall,"c(-71.0624716, 42.3615223)",Downtown,-71.0624716,42.3615223,299
Carleton Court Dog Park,Parks,Cell 144,ChIJuVpTERJ644kRJsGfPdXly5M,checked,park,google_api,"c(-71.078491, 42.345472)",Back Bay,-71.078491,42.345472,300
Carmelite Monastery,Places of Worship,Cell 104,NA,new,NA,humancoding_fall,"c(-71.1573034, 42.3451745)",Brighton,-71.1573034,42.3451745,301
Carroll Pond Playground,Parks,Cell 8,ChIJOw4D5QV_44kRenNOzM9dUiI,checked,fountain,google_api,"c(-71.159792, 42.25637)",West Roxbury,-71.159792,42.25637,302
Carson Beach,Parks,Cell 111,NA,new,NA,humancoding_fall,"c(-71.0480234, 42.3262055)",South Boston,-71.0480234,42.3262055,303
Carter Playground,Parks,Cell 125,NA,new,NA,humancoding_fall,"c(-71.0848494, 42.338948)",Roxbury,-71.0848494,42.338948,304
Cassidy Playground,Parks,Cell 92,ChIJyX7rtVZ444kRIBzTBXFO9Q0,checked,park,google_api,"c(-71.152224, 42.334925)",Brighton,-71.152224,42.334925,305
Castle Hair Studio,Social Businesses,Cell 97,NA,new,NA,humancoding_fall,"c(-71.0779648, 42.3209597)",Roxbury,-71.0779648,42.3209597,306
Castle Island,Parks,Cell 149,ChIJ7-GJrK9644kRInm_7z6TAFc,checked,park,google_api,"c(-71.012521, 42.33787)",South Boston,-71.012521,42.33787,307
Castle Island Playground,Parks,Cell 149,NA,new,NA,humancoding_fall,"c(-71.0117151, 42.3370452)",South Boston,-71.0117151,42.3370452,308
Castle Square,Parks,Cell 145,ChIJ8_TzP3J644kRl-ymkHWuffw,checked,square,google_api,"c(-71.069066, 42.345916)",South End,-71.069066,42.345916,309
Castle Square Community Center,Community Spaces,Cell 145,ChIJ_2PsO3J644kR1-77hCwtMBQ,checked,square,google_api,"c(-71.068639, 42.346132)",South End,-71.068639,42.346132,310
Castle Square Tenants Organization,Community Spaces,Cell 145,ChIJUSi9R3J644kReYADQsbIOfQ,checked,square,google_api,"c(-71.069039, 42.346147)",South End,-71.069039,42.346147,311
Cathedral of the Holy Cross,Places of Worship,Cell 145,NA,new,NA,humancoding_fall,"c(-71.0698952, 42.3410338)",South End,-71.0698952,42.3410338,312
Cedar Square Park,Parks,Cell 96,NA,new,NA,humancoding_fall,"c(-71.089594, 42.3247934)",Roxbury,-71.089594,42.3247934,314
Cedar Street Garden,Parks,Cell 107,NA,"new, visited",NA,humancoding_fall,"c(-71.093156, 42.327462)",Roxbury,-71.093156,42.327462,315
Cedar-Juniper Natural Area,Parks,Cell 96,NA,new,NA,humancoding_fall,"c(-71.089525, 42.3241978)",Roxbury,-71.089525,42.3241978,316
Center Marsh Park,Parks,Cell 14,NA,new,NA,humancoding_fall,"c(-71.1617621, 42.2675584)",West Roxbury,-71.1617621,42.2675584,317
Central Assembly of God Church,Places of Worship,Cell 195,ChIJJcGQMEVw44kR6T_W7PfaadQ,checked,place of worship,google_api,"c(-71.0372233, 42.3756264)",East Boston,-71.0372233,42.3756264,318
"Central square park, east boston",Parks,Cell 195,ChIJtfHAFYhx44kRLW43GTdAm9Y,checked,square,google_api,"c(-71.03966, 42.374941)",East Boston,-71.03966,42.374941,322
Centre Cuts Salon and Spa,Social Businesses,Cell 44,NA,new,NA,humancoding_fall,"c(-71.1303107, 42.2869005)",Roslindale,-71.1303107,42.2869005,325
Centre Place Garden,Parks,Cell 107,NA,"new, visited",NA,humancoding_fall,"c(-71.0944489, 42.3288745)",Roxbury,-71.0944489,42.3288745,326
Ceylon Park,Parks,Cell 86,ChIJ754o0cl744kRxNI8vOe_a6g,checked,park,google_api,"c(-71.073919, 42.310139)",Dorchester,-71.073919,42.310139,328
Chabad,Places of Worship,Cell 162,NA,new,NA,humancoding_fall,"c(-71.0678986, 42.3499557)",Bay Village,-71.0678986,42.3499557,329
Chabad Shul,Places of Worship,Cell 104,NA,new,NA,humancoding_fall,"c(-71.1553375, 42.3396759)",Brighton,-71.1553375,42.3396759,330
Chandler Tremont Plaza,Parks,Cell 145,NA,new,NA,humancoding_fall,"c(-71.0688705, 42.3473636)",South End,-71.0688705,42.3473636,331
Channel Park,Parks,Cell 145,NA,new,NA,humancoding_fall,"c(-71.0608615, 42.3436797)",South Boston,-71.0608615,42.3436797,332
Chapel of Mary,Places of Worship,Cell 174,ChIJJdPF5RSF5IkReel5CnHRsWE,checked,place of worship,google_api,"c(-71.058616, 42.356837)",Downtown,-71.058616,42.356837,333
Charles Bank Playground,Parks,Cell 173,NA,new,NA,humancoding_fall,"c(-71.0697825, 42.3656391)",West End,-71.0697825,42.3656391,334
Charles Filot Memorial,Parks,Cell 173,NA,new,NA,humancoding_fall,"c(-71.0730197, 42.3594657)",Beacon Hill,-71.0730197,42.3594657,335
Charles Hayden Planetarium,Other,Cell 182,NA,new,NA,humancoding_fall,"c(-71.0702187, 42.3668027)",West End,-71.0702187,42.3668027,336
Charles Riv Esplanade,Parks,Cell 161,NA,new,NA,humancoding_fall,"c(-71.0788835, 42.3556379)",Back Bay,-71.0788835,42.3556379,337
Charles River Church,Places of Worship,Cell 64,ChIJHZN1PM1-44kRdwjXHohVHu4,checked,place of worship,google_api,"c(-71.1299953, 42.2987997)",West Roxbury,-71.1299953,42.298799700000004,338
Charles River Park 1,Parks,Cell 156,ChIJN3W6Uit444kRyMaGK4eFUlE,checked,park,google_api,"c(-71.144898, 42.362884)",Brighton,-71.144898,42.362884,339
Charles River Reservation,Parks,Cell 157,ChIJTwyILAh644kR8xD41jV-yBk,checked,park,google_api,"c(-71.135508, 42.364849)",Brighton,-71.135508,42.364849,340
"Charles Street AME Church
",Places of Worship,Cell 85,NA,new,NA,humancoding_fall,"c(-71.083799, 42.3128607)",Roxbury,-71.083799,42.3128607,341
Charlesbank Landing,Parks,Cell 173,NA,new,NA,humancoding_fall,"c(-71.0706175, 42.3645686)",West End,-71.0706175,42.3645686,343
Charlestown Boys & Girls Club of Boston,Community Spaces,Cell 193,NA,new,NA,humancoding_fall,"c(-71.0640503, 42.3762342)",Charlestown,-71.0640503,42.3762342,344
Charlestown Branch of the Boston Public Library,Community Spaces,Cell 193,ChIJVb9FS-xw44kRJqhTNbHffds,checked,library,google_api,"c(-71.064426, 42.3758)",Charlestown,-71.064426,42.3758,345
Charlestown Community Center,Community Spaces,Cell 193,ChIJz2gKd_Bw44kRKPLTDYbtwTE,checked,community center,google_api,"c(-71.059805, 42.380794)",Charlestown,-71.059805,42.380794,346
Charlestown Nails & Spa,Social Businesses,Cell 193,NA,new,NA,humancoding_fall,"c(-71.068124, 42.3783)",Charlestown,-71.068124,42.3783,347
Charlestown Naval Shipyard Park,Parks,Cell 194,ChIJA9jQf1hw44kRl5RsQQCw4DM,checked,park,google_api,"c(-71.053337, 42.374252)",Charlestown,-71.053337,42.374252,348
Charter Street Park,Parks,Cell 183,ChIJoUioyYtw44kR9CIf4Zd3ME4,"checked, visited",park,google_api,"c(-71.053251, 42.366789)",North End,-71.053251,42.366789,350
Checkmate Cafe,Social Businesses,Cell 43,ChIJbaonxNJ-44kR3QgdYXK_OKk,checked,cafe,google_api,"c(-71.134911, 42.288456)",Roslindale,-71.134911,42.288456,351
Chester Park,Parks,Cell 125,NA,new,NA,humancoding_fall,"c(-71.0789216, 42.3384316)",South End,-71.0789216,42.3384316,352
Chestnut Hill Reservation,Parks,Cell 92,ChIJ9Xw0S1l444kR4UY6BXuKzDw,checked,park,google_api,"c(-71.153974, 42.33584)",Brighton,-71.153974,42.33584,353
Chestnut Hill Reservoir Community Garden,Community Spaces,Cell 91,NA,new,NA,humancoding_fall,"c(-71.1612381, 42.3377717)",Brighton,-71.1612381,42.3377717,355
Children of St Ann's Church,Places of Worship,Cell 58,ChIJrW5-DPp744kRFv5BS7hlp3g,checked,place of worship,google_api,"c(-71.085999, 42.286586)",Dorchester,-71.085999,42.286586,356
