name,type,cell_id,google_id,status,search,source,x,y,id
Hennigan Community Center,Community Spaces,Cell 94,ChIJuTUEDYN544kR5BKodOvBFa0,checked,community center,googlapi,-71.106469,42.326193,563
Highland Avenue Community Garden,Parks,Cell 107,NA,"new, visited",NA,humancoding_fall,-71.0927295,42.328341,564
Highland Park,Parks,Cell 95,ChIJGTw1KCp644kRw3ifJFU6dsI,checked,park,googlapi,-71.094566,42.325317,565
Highland Park Garden,Parks,Cell 107,NA,"new, visited",NA,humancoding_fall,-71.0937246,42.3278492,566
Highlight Salon,Social Businesses,Cell 162,NA,new,NA,humancoding_fall,-71.0574225,42.3512966,567
"Hincman’s bench
",Parks,Cell 83,NA,new,NA,humancoding_fall,-71.1171927,42.3170335,570
Hirsh Health Sciences Library,Community Spaces,Cell 162,ChIJ6-J3Y3d644kRYKlMXXiNXA8,checked,library,googlapi,-71.0620334,42.3497245,571
Hiscock Park,Parks,Cell 144,ChIJQZClUwR744kRNCdgmyYsJFs,checked,park,googlapi,-71.078043,42.34284,572
Historic New England's Pierce House,Other,Cell 71,NA,new,NA,humancoding_fall,-71.0533362,42.2868846,573
HMS Quad Lawn,Parks,Cell 106,NA,new,NA,humancoding_fall,-71.1036311,42.3365575,574
Holborn Street Totlot,Parks,Cell 85,NA,new,NA,humancoding_fall,-71.082621,42.3153674,575
Holistic Life Church Ministries,Places of Worship,Cell 108,NA,new,NA,humancoding_fall,-71.0782731,42.3298516,576
Holy Church Temple,Places of Worship,Cell 108,NA,new,NA,humancoding_fall,-71.0888715,42.3290288,577
"Holy Cross Chapel
",Places of Worship,Cell 82,NA,"new, visited",NA,humancoding_fall,-71.1278209,42.3166958,579
"Holy Family Parish
",Places of Worship,Cell 97,NA,new,NA,humancoding_fall,-71.0726188,42.3169375,580
Holy Mt. Zion Church,Places of Worship,Cell 96,NA,new,NA,humancoding_fall,-71.0899886,42.3176516,581
"Holy Tabernacle Church
",Places of Worship,Cell 77,NA,new,NA,humancoding_fall,-71.0813889,42.3063411,582
Holy Trinity Orthodox Cathedral,Places of Worship,Cell 123,NA,new,NA,humancoding_fall,-71.0989689,42.3411312,583
Home Run Cafe,Social Businesses,Cell 110,ChIJB2-yO05644kRFyPaRWoD93Y,checked,cafe,googlapi,-71.062617,42.321483,584
Honeycomb Cafe,Social Businesses,Cell 99,ChIJ_Wc5DKt744kRAkfkoOsB9ug,checked,cafe,googlapi,-71.053935,42.311579,586
Hope Central Church,Places of Worship,Cell 75,ChIJzTeVfW9544kRxX2Ds4rjQxI,checked,place of worship,googlapi,-71.109707,42.310781,587
Horatio Harris Park,Parks,Cell 96,ChIJe0g0QNN744kRwr4ZxJjbHmM,checked,park,googlapi,-71.089912,42.318496,589
Houghton Mifflin Harcourt,Community Spaces,Cell 161,NA,new,NA,humancoding_fall,-71.073068,42.3507426,591
House of Deliverance New Testament Church of God,Places of Worship,Cell 78,ChIJreBxFoNw44kRY5U3LzW9bCk,checked,place of worship,googlapi,-71.071952,42.296885,592
Hub Church South Boston,Places of Worship,Cell 146,NA,new,NA,humancoding_fall,-71.0547692,42.3388399,593
Hub Church South Boston,Places of Worship,Cell 146,ChIJrRX8945644kRvzXCRvFBpsA,checked,place of worship,googlapi,-71.044614,42.343528,594
Hyde Square Music Studio,Community Spaces,Cell 95,ChIJ4dSFXXh544kRh00zQb2zrww,checked,square,googlapi,-71.106764,42.321369,598
Hyde Square Task Force,Community Spaces,Cell 94,ChIJfyrDHHh544kRmgNlO4mQTZM,checked,square,googlapi,-71.108964,42.322372,600
Hyssop Christian Church,Places of Worship,Cell 79,ChIJ6Vl1OuF744kRyn8eU3f-WC0,checked,place of worship,googlapi,-71.061183,42.296328,602
Iglesia Comunitaria Casa De Gloria,Places of Worship,Cell 183,ChIJky0A5Itw44kRJHMclOEA9xA,"checked, visited",place of worship,googlapi,-71.054608,42.366259,605
Iglesia de Dios Cristo El Rey Inc. (Church of God Christ the King Inc.),Places of Worship,Cell 109,ChIJf9EuhTd644kRSYq3JkC8gi8,checked,place of worship,googlapi,-71.075829,42.326343,606
"Iglesia De Dios Pentecostal M.I.
",Places of Worship,Cell 86,NA,new,NA,humancoding_fall,-71.073539,42.3091067,607
Iglesia de Dios Pentecostal M.I. Fuente de Vida,Places of Worship,Cell 125,NA,new,NA,humancoding_fall,-71.0800558,42.3361246,608
Iglesia Jehova,Places of Worship,Cell 109,ChIJtbMmxjl644kRhWeal6kijfU,checked,place of worship,googlapi,-71.077281,42.328043,609
il Panino Cafe and Grill,Social Businesses,Cell 95,ChIJF7Ltt4F544kRoUIn46SQxps,checked,cafe,googlapi,-71.100839,42.322691,611
Ingersoll Bowditch Library,Community Spaces,Cell 65,ChIJj_RG0Dt544kR_0B7pxPU4yM,"checked, visited",library,googlapi,-71.1282,42.301585,612
Inglesia De Dios Pentecostal ,Places of Worship,Cell 69,NA,"new, visited",NA,humancoding_fall,-71.0712986,42.2880468,613
Ink Block,Parks,Cell 145,NA,new,NA,humancoding_fall,-71.0629622,42.3461305,614
Inner City Business Ventures,Social Businesses,Cell 96,ChIJmdT51jJ644kRl_x6rom_TTg,checked,bookstore,googlapi,-71.082549,42.318732,615
inSpirit: The UU Book and Gift Shop,Social Businesses,Cell 163,ChIJKdxHgZtw44kRXVAcIXwSa_Y,checked,bookstore,googlapi,-71.048444,42.351674,617
International Poster Gallery,Other,Cell 145,NA,new,NA,humancoding_fall,-71.0636387,42.3420873,619
Isabella Stewart Gardner Museum,Other,Cell 124,NA,"new, visited",NA,humancoding_fall,-71.0990577,42.3381442,620
Isabella Street Park,Parks,Cell 144,ChIJf8hocnN644kRmYmbPRQ6rTQ,checked,park,googlapi,-71.071366,42.34881,621
Islamic Society of Boston Cultural Center,Places of Worship,Cell 107,NA,"new, visited",NA,humancoding_fall,-71.0933125,42.3307685,622
J.P. Licks,Social Businesses,Cell 83,ChIJJ04Nbm5544kRj8vi0lAZX-g,checked,cafe,googlapi,-71.114331,42.31284,623
Jack Kirrane Ice Rink at Larz Anderson Park,Parks,Cell 73,NA,new,NA,humancoding_fall,-71.1343662,42.3117211,624
Jackson Square,Parks,Cell 95,ChIJv8riT4B544kRsweiBZStY1c,checked,square,googlapi,-71.099778,42.323204,625
Jackson Square Playground,Parks,Cell 95,ChIJySri7YB544kRU8ru4RcRpFI,checked,square,googlapi,-71.099152,42.32426,628
Jackson Square Tennis Court,Parks,Cell 95,NA,new,NA,humancoding_fall,-71.0989675,42.3246997,629
Jackson Squre Basketball Court,Parks,Cell 95,NA,new,NA,humancoding_fall,-71.0990911,42.3244084,630
Jaharis Courtyard,Parks,Cell 162,NA,new,NA,humancoding_fall,-71.0619995,42.3492321,631
Jaho Coffee & Tea,Social Businesses,Cell 125,NA,new,NA,humancoding_fall,-71.0754012,42.3379327,632
Jamaica Plain Branch of the Boston Public Library,Community Spaces,Cell 74,ChIJJ214YGl544kRj1heOgH5oWw,"checked, visited",library,googlapi,-71.114945,42.308868,633
Jamaica Plain Community Center,Community Spaces,Cell 75,ChIJK1yELGZ544kRusAFMW400hQ,checked,community center,googlapi,-71.109228,42.306584,634
Jamaica Plain Regional Office,Community Spaces,Cell 83,ChIJ6bS0cm5544kRmlxHVgoIjr4,checked,city hall,googlapi,-71.11454,42.313238,636
"Jamaica Plain Skatepark
",Parks,Cell 84,NA,new,NA,humancoding_fall,-71.1056323,42.3138818,637
"Jamaica Plain Spanish SDA Church
",Places of Worship,Cell 75,NA,new,NA,humancoding_fall,-71.1103033,42.3099082,638
Jamaica Pond Park,Parks,Cell 83,ChIJkV4xslt544kRtevNNhRpSvU,checked,park,googlapi,-71.117487,42.315876,639
"Jamaica Pond parkrun
",Parks,Cell 83,NA,new,NA,humancoding_fall,-71.1173655,42.3201871,640
James P. Kelleher Rose Garden,Parks,Cell 124,NA,"new, visited",NA,humancoding_fall,-71.0949218,42.3419564,641
Jardin De La Amistad Community Garden,Parks,Cell 109,NA,new,NA,humancoding_fall,-71.0754549,42.3257878,643
Jeep Jones Park,Parks,Cell 107,NA,"new, visited",NA,humancoding_fall,-71.09203879,42.33087382,644
Jefferson Playground,Parks,Cell 94,NA,new,NA,humancoding_fall,-71.108484,42.3260912,645
Jenney Plaza,Parks,Cell 174,NA,new,NA,humancoding_fall,-71.0533374,42.3587105,646
Jim Rice Field at Ramsay Park,Parks,Cell 125,NA,new,NA,humancoding_fall,-71.0808288,42.3337555,647
Joe Moakley Park,Parks,Cell 111,ChIJ88PHH_Z644kRdcWoyyCvMsU,checked,park,googlapi,-71.049871,42.325682,648
Joe Moakley Park Tennis Courts,Parks,Cell 128,NA,new,NA,humancoding_fall,-71.0505362,42.3281159,649
John Eliot Square,Parks,Cell 107,ChIJxXo2-yV644kRuZfY8OjMTBg,"checked, visited",square,googlapi,-71.09081,42.329969,650
John F. Kennedy Presidential Library and Museum,Community Spaces,Cell 112,ChIJSQcpaOR644kRJF6XrwoOG5E,checked,library,googlapi,-71.034215,42.316274,651
John Joseph Moakley Law Library,Community Spaces,Cell 174,ChIJB_h0TYNw44kRveq6HAAJpP8,checked,library,googlapi,-71.061012,42.356879,652
John P Holland Community Council,Community Spaces,Cell 86,ChIJpckVi8d744kRQQqzCD1CZN4,checked,community center,googlapi,-71.073808,42.306174,653
John T. Fallon State Pier,Parks,Cell 100,NA,new,NA,humancoding_fall,-71.0329386,42.3158088,655
John's Barber Shop,Social Businesses,Cell 77,NA,new,NA,humancoding_fall,-71.0856764,42.3007594,656
Johnson Park,Parks,Cell 75,NA,new,NA,humancoding_fall,-71.1079238,42.3113035,657
Joi Salon,Social Businesses,Cell 183,NA,"new, visited",NA,humancoding_fall,-71.0508361,42.3639829,658
Joseph Finnegan Park,Parks,Cell 72,ChIJrbBVfXJ744kROUEbYeq-udA,checked,park,googlapi,-71.038618,42.289536,659
Joseph P. Healey Library,Community Spaces,Cell 100,ChIJZ5jQHf1644kRSl-DdxvtCOA,checked,library,googlapi,-71.039709,42.313461,660
Joslin Park,Parks,Cell 123,ChIJj-BT_9Z544kRSIrokLhW6zw,checked,park,googlapi,-71.1084338,42.3382199,661
Joy & Gladness Pentecostal Church,Places of Worship,Cell 68,ChIJjTJAN-p744kRR8Jy44j1mIw,checked,place of worship,googlapi,-71.078328,42.296911,662
Jubilee Christian Fellowship,Places of Worship,Cell 69,NA,"new, visited",NA,humancoding_fall,-71.0702314,42.2941815,665
Julian Judson Gayland Playground,Parks,Cell 97,NA,new,NA,humancoding_fall,-71.0753898,42.3197063,666
"Julian Judson, Dean Community Garden",Community Spaces,Cell 97,NA,new,NA,humancoding_fall,-71.0748248,42.3194207,667
Juniper Street Playground,Parks,Cell 93,NA,new,NA,humancoding_fall,-71.1173285,42.3299981,668
Justice Edward O. Gourdin Veterans Memorial Park,Parks,Cell 108,ChIJnV4O9i9644kR5jV9xkAn2_U,checked,park,googlapi,-71.08651,42.328582,669
Justine Mee Liff Park,Parks,Cell 123,ChIJ7eB50fR544kRV2hF4JQ4-6E,checked,park,googlapi,-71.103381,42.343246,670
K-Beauty,Social Businesses,Cell 162,NA,new,NA,humancoding_fall,-71.0605659,42.3526912,671
Kelly's Beauty,Social Businesses,Cell 162,NA,new,NA,humancoding_fall,-71.0590471,42.3552461,674
Ken's Hair & Beauty Salon,Social Businesses,Cell 162,NA,new,NA,humancoding_fall,-71.0603495,42.3517375,675
Kevin W. Fitzgerald Park,Parks,Cell 106,ChIJt7J-TI9544kR1c9GQC9n6jE,checked,park,googlapi,-71.102888,42.332316,677
Khoury Park and Rocks,Parks,Cell 124,NA,"new, visited",NA,humancoding_fall,-71.0925293,42.3382448,678
Kids Fountain,Parks,Cell 161,ChIJCaAelIhx44kR8U9Tgh0wJQ8,checked,fountain,googlapi,-71.069435,42.355965,679
King's Chapel,Places of Worship,Cell 174,NA,new,NA,humancoding_fall,-71.0601613,42.3580265,680
"Kingdom Hall of Jehovah's Witnesses
",Places of Worship,Cell 84,NA,new,NA,humancoding_fall,-71.107703,42.3143896,682
"Kingdom Hall of Jehovah's Witnesses
",Places of Worship,Cell 78,NA,new,NA,humancoding_fall,-71.0751532,42.3001692,683
"Kingdom Hall of Jehovah's Witnesses
",Places of Worship,Cell 79,NA,new,NA,humancoding_fall,-71.0586479,42.2966127,684
Kings Chapel Burying Ground,Parks,Cell 174,NA,new,NA,humancoding_fall,-71.0599317,42.358317,685
Kings Street Playground,Parks,Cell 107,NA,"new, visited",NA,humancoding_fall,-71.09280288,42.33027697,686
Kit Clark Senior Center,Community Spaces,Cell 69,NA,"new, visited",NA,humancoding_fall,-71.07141696,42.28920348,687
Kittredge Park,Parks,Cell 107,ChIJRxF0vtR744kR1T36DBhIYZk,"checked, visited",park,googlapi,-71.092915,42.328082,688
Krentzman Quandrangle,Parks,Cell 124,NA,"new, visited",NA,humancoding_fall,-71.0882914,42.340109,690
Kung Fu Tea,Social Businesses,Cell 144,NA,new,NA,humancoding_fall,-71.084344,42.3427521,691
L'eglise Baptiste Haitienne Du Bon Berger,Places of Worship,Cell 71,NA,new,NA,humancoding_fall,-71.0532436,42.2887588,692
Laconia Gallery,Other,Cell 145,NA,new,NA,humancoding_fall,-71.066593,42.3429165,693
Lago Playground,Parks,Cell 148,NA,"new, visited",NA,humancoding_fall,-71.0239461,42.3336151,694
Lambert Avenue Playground,Parks,Cell 108,NA,new,NA,humancoding_fall,-71.0906676,42.3272223,695
Lamontagne Gallery,Other,Cell 145,NA,new,NA,humancoding_fall,-71.0652737,42.3426327,696
Langone Park,Parks,Cell 183,ChIJ6diygIxw44kR92MflcNEOrk,"checked, visited",park,googlapi,-71.056154,42.368762,698
Langone Park Basketball Court,Parks,Cell 183,NA,"new, visited",NA,humancoding_fall,-71.054835,42.3689047,699
Larz Anderson Auto Museum,Other,Cell 73,NA,new,NA,humancoding_fall,-71.1350062,42.3105693,700
Latvian Lutheran Church of Boston,Places of Worship,Cell 93,NA,new,NA,humancoding_fall,-71.1188091,42.3291148,701
Laviscount Park,Parks,Cell 96,ChIJ-8WlCKp744kRY_hQjh0Sfyw,checked,park,googlapi,-71.086222,42.316664,702
Lawn Street Garden,Parks,Cell 94,NA,new,NA,humancoding_fall,-71.1059833,42.3273039,704
Lawndale Terrace Garden Park,Parks,Cell 84,NA,new,NA,humancoding_fall,-71.1057771,42.3141714,705
"Lawndale Terrace Garden Park Tennis Courts
",Parks,Cell 84,NA,new,NA,humancoding_fall,-71.1059595,42.3145244,706
Laz parking,Parks,Cell 161,ChIJ__8_rQx644kRMQad7vbpdO4,checked,park,googlapi,-71.07364,42.349681,707
Laz Parking Ltd,Parks,Cell 173,ChIJgatK2phw44kRZ4Sw6L2v1VU,checked,park,googlapi,-71.071042,42.360002,708
Le Gala Hair Group,Social Businesses,Cell 162,NA,new,NA,humancoding_fall,-71.0604908,42.3526972,709
Leahy Holloran Community Center,Community Spaces,Cell 80,ChIJh3clTnV744kRM-FD-RXDA2g,checked,community center,googlapi,-71.04951,42.294402,710
Leather District Park,Parks,Cell 162,ChIJWQZXDIJw44kRhVKtyhFNX6A,checked,park,googlapi,-71.057112,42.352501,711
Lederman Park,Parks,Cell 173,NA,new,NA,humancoding_fall,-71.0709286,42.3642356,712
Leland St Cooperative Garden,Parks,Cell 66,NA,new,NA,humancoding_fall,-71.1120623,42.296758,713
Lewis Music Library,Community Spaces,Cell 160,ChIJuSzS_alw44kR3BwnRCxQ3f8,checked,library,googlapi,-71.089005,42.359357,715
Leyland Street Garden,Parks,Cell 97,NA,new,NA,humancoding_fall,-71.0706727,42.3209597,716
"Life Center of Boston
",Places of Worship,Cell 77,NA,new,NA,humancoding_fall,-71.0766491,42.3014524,718
Life Church Boston,Places of Worship,Cell 69,NA,new,NA,humancoding_fall,-71.0669153,42.2919892,719
Life Church Ministries,Places of Worship,Cell 70,NA,new,NA,humancoding_fall,-71.0634904,42.2933815,720
Life in Abundance Deliverance Ministries,Places of Worship,Cell 88,ChIJEwMfZq9744kRBM3PKmhCvTI,checked,place of worship,googlapi,-71.056509,42.306237,721
Light Of The World Empowerment Center,Places of Worship,Cell 77,ChIJDQN8_8B744kRGogWHtIrioQ,checked,place of worship,googlapi,-71.076116,42.300827,722
Lily Beauty Salon,Social Businesses,Cell 162,NA,new,NA,humancoding_fall,-71.060694,42.3506524,723
Lincoln Square,Parks,Cell 161,ChIJEzG6vW1744kR5hICnVtT-Jk,checked,square,googlapi,-71.06799,42.351588,724
Lincoln Square ,Parks,Cell 148,NA,"new, visited",NA,humancoding_fall,-71.0338561,42.3346739,725
Linwood Park,Parks,Cell 107,ChIJPUrEc3F744kRN_8FUe1oNQk,checked,park,googlapi,-71.094899,42.328547,726
Lion of Judah,Places of Worship,Cell 125,NA,new,NA,humancoding_fall,-71.0761439,42.3346741,727
Little Free Library,Community Spaces,Cell 174,ChIJ3Wj3rYhw44kR1sF3KTHMdtw,checked,library,googlapi,-71.055398,42.361919,729
"Little Free Library
",Community Spaces,Cell 83,NA,new,NA,humancoding_fall,-71.115885,42.3151181,730
Little Free Library #26534,Community Spaces,Cell 93,ChIJVTits6Z544kRGix_Bs2BtH0,checked,library,googlapi,-71.127252,42.330074,731
Little Free Library #45251,Community Spaces,Cell 93,ChIJ5y2BxLp544kRgk83fqo5MvI,checked,library,googlapi,-71.123232,42.326226,732
"Little Zion Church Of God In Christ
",Places of Worship,Cell 86,NA,new,NA,humancoding_fall,-71.074938,42.3136241,733
LongWave Salon,Social Businesses,Cell 162,NA,new,NA,humancoding_fall,-71.0615234,42.3491221,734
Lopez Comnelio,Places of Worship,Cell 108,ChIJKQqtgTx644kRyWy30iiUasQ,checked,place of worship,googlapi,-71.0827718,42.3327001,735
Louisburg Square,Parks,Cell 173,ChIJcZ4nt55w44kRIu5iESscuDA,checked,square,googlapi,-71.068753,42.358356,736
Louisburg Square South,Parks,Cell 72,ChIJw5BoQGl744kRzrHplFKSooQ,checked,square,googlapi,-71.031196,42.285602,737
Lowell Court,Parks,Cell 160,NA,new,NA,humancoding_fall,-71.0904225,42.3587047,738
Lt. Jeremiah W. Sullivan Square,Parks,Cell 145,NA,new,NA,humancoding_fall,-71.0693467,42.345219,739
Lucky Cafe,Social Businesses,Cell 98,ChIJPR9266x744kR-9XPZEQ-cMw,checked,cafe,googlapi,-71.057474,42.312736,741
Lucy Parsons Center,Social Businesses,Cell 94,ChIJP-VdthZ644kRVM7xFjAUHBE,checked,bookstore,googlapi,-71.107654,42.322241,742
Lux Beauty Box,Social Businesses,Cell 69,NA,"new, visited",NA,humancoding_fall,-71.07221223,42.29497273,743
Luxie Nail Spa,Social Businesses,Cell 183,NA,"new, visited",NA,humancoding_fall,-71.0557291,42.3637044,744
Lydon Community Garden,Parks,Cell 70,NA,new,NA,humancoding_fall,-71.0600395,42.2887166,745
Lynch Family Skatepark,Parks,Cell 182,NA,new,NA,humancoding_fall,-71.0678806,42.3701684,746
M&J Teriyaki Boba Tea,Social Businesses,Cell 124,NA,"new, visited",NA,humancoding_fall,-71.0965959,42.342356,747
M&S Garden,Parks,Cell 143,NA,new,NA,humancoding_fall,-71.0929018,42.3462781,748
"Ma Siss's Place
",Places of Worship,Cell 86,NA,new,NA,humancoding_fall,-71.0713718,42.3119761,750
Madhouse Cafe,Social Businesses,Cell 109,ChIJh_06nRR744kRsp63pr8o5XQ,checked,cafe,googlapi,-71.075451,42.324257,751
Madonna Del Soccorso Society Church,Places of Worship,Cell 183,NA,"new, visited",NA,humancoding_fall,-71.052066,42.3635456,752
Magazine Street Community Garden,Parks,Cell 109,NA,new,NA,humancoding_fall,-71.0730517,42.3256555,753
Magic Shears Unisex Hair Salon,Social Businesses,Cell 95,NA,new,NA,humancoding_fall,-71.0981082,42.3221582,754
Magic Touch Salon,Social Businesses,Cell 162,NA,new,NA,humancoding_fall,-71.0612727,42.3492598,755
Malcolm X Park,Parks,Cell 96,ChIJcQsTudh744kRu1rUKr6O3-0,checked,park,googlapi,-71.089146,42.321356,756
Malibu Beach Boardwalk,Parks,Cell 88,NA,"new, visited",NA,humancoding_fall,-71.05148613,42.30809728,757
Mana Escondido Cafe,Social Businesses,Cell 144,NA,new,NA,humancoding_fall,-71.0756985,42.3413457,758
Manning Temple Church,Places of Worship,Cell 86,ChIJyQABsXJ644kRBS3qZAg2h7M,checked,place of worship,googlapi,-71.077773,42.312762,759
Marcella Playground,Parks,Cell 95,ChIJZbwhjCp644kRuLgN48rLOT4,checked,park,googlapi,-71.096308,42.322802,760
Margarita Beauty Salon,Social Businesses,Cell 97,NA,new,NA,humancoding_fall,-71.0722927,42.3208962,761
Marine Industrial Park,Parks,Cell 164,ChIJBRVmVYN644kRhaSD66rHs_Y,checked,park,googlapi,-71.0372758,42.3441684,762
Marsh Plaza,Parks,Cell 142,NA,"new, visited",NA,humancoding_fall,-71.10650226,42.35035227,763
Marshall Community Center,Community Spaces,Cell 78,ChIJF80mB79744kRKcUx7LX1GG4,checked,community center,googlapi,-71.071021,42.299966,764
Martin's Park,Parks,Cell 163,NA,new,NA,humancoding_fall,-71.0492514,42.3527994,765
Martin/Hilltop Playground,Parks,Cell 61,ChIJVVVVeoF744kRJkBvD2wlc-8,checked,park,googlapi,-71.053175,42.279588,766
Marvelous Barber Lounge,Social Businesses,Cell 174,NA,new,NA,humancoding_fall,-71.0527872,42.3576677,767
Mary E. Robinson Playground,Parks,Cell 93,NA,new,NA,humancoding_fall,-71.1217488,42.3260906,768
Mary Hannon Park,Parks,Cell 97,NA,new,NA,humancoding_fall,-71.0714881,42.3193414,769
Mary Soo Hoo Park,Parks,Cell 162,NA,new,NA,humancoding_fall,-71.0598755,42.3510103,770
"Masjid Al-Quran
",Places of Worship,Cell 86,NA,new,NA,humancoding_fall,-71.0803143,42.3116031,771
"Masjid Ar-Rahman
",Places of Worship,Cell 78,NA,new,NA,humancoding_fall,-71.076045,42.2978482,772
MASJID NOOR,Places of Worship,Cell 96,NA,new,NA,humancoding_fall,-71.0859905,42.323241,773
Mass Art Supply & Book Store,Social Businesses,Cell 107,ChIJwwD91It544kRDerF17Nbxvg,"checked, visited",bookstore,googlapi,-71.10062,42.336293,774
Massachusetts Historical Society ,Other,Cell 143,NA,new,NA,humancoding_fall,-71.089932,42.3465633,777
Massachusetts Law Enforcement Memorial,Parks,Cell 174,NA,new,NA,humancoding_fall,-71.0633197,42.3592704,778
Matcha Cafe Maiko,Social Businesses,Cell 124,NA,"new, visited",NA,humancoding_fall,-71.0971197,42.3426687,779
McBride Garden,Parks,Cell 75,NA,new,NA,humancoding_fall,-71.1111746,42.3057315,780
McConnell Park,Parks,Cell 88,ChIJBzfzxtd744kRvGiAyX00DD0,"checked, visited",park,googlapi,-71.051151,42.308641,781
Mcdermott Court,Parks,Cell 160,NA,new,NA,humancoding_fall,-71.089076,42.3599494,782
McKenna's Cafe,Social Businesses,Cell 99,ChIJsyfWDat744kR30bKU-YORQ4,checked,cafe,googlapi,-71.053953,42.311532,785
McLaughlin Playground,Parks,Cell 107,ChIJ4-4FkIZ544kRKXsqNRL0aQU,"checked, visited",park,googlapi,-71.102092,42.328398,786
MCLE New England,Community Spaces,Cell 162,NA,new,NA,humancoding_fall,-71.061795,42.3553997,787
McMorrow Playground park,Parks,Cell 79,ChIJuwyUBQt744kRanpkxwBJ9kE,checked,park,googlapi,-71.051531,42.296209,788
Medal of Honor Park,Parks,Cell 148,ChIJGb2I0ZB644kRSLp5CsMkie0,"checked, visited",park,googlapi,-71.03235,42.336407,789
Men & Women-Crossroads Ministries,Places of Worship,Cell 88,ChIJje4vaK9744kRreBq6kNp2pM,checked,place of worship,googlapi,-71.057494,42.305243,790
Michael D. Papagiannis Astronomy Library,Community Spaces,Cell 142,ChIJ79j71rR544kRj8zBSQz7p64,checked,library,googlapi,-71.105441,42.350279,792
Mikes Donuts,Social Businesses,Cell 107,NA,"new, visited",NA,humancoding_fall,-71.09991711,42.33235414,794
Minton Stable Community Garden,Parks,Cell 75,NA,new,NA,humancoding_fall,-71.1054525,42.305473,798
Miriam and Sidney Stoneman Playground,Parks,Cell 160,NA,new,NA,humancoding_fall,-71.0869408,42.3525465,799
Mission Hill Community Center,Community Spaces,Cell 107,NA,"new, visited",NA,humancoding_fall,-71.09870274,42.3338949,800
Mission Hill Playground,Parks,Cell 107,NA,new,NA,humancoding_fall,-71.0986886,42.3335118,801
MIT Libraries,Community Spaces,Cell 160,ChIJuSzS_alw44kRSAdfm_9mVQo,checked,library,googlapi,-71.089138,42.359035,802
MLB Barbers,Social Businesses,Cell 125,NA,new,NA,humancoding_fall,-71.0842796,42.3368655,804
Moakley Park,Parks,Cell 128,ChIJc9dwzhp744kRszbNG3EUpig,checked,park,googlapi,-71.04938,42.330139,805
Monastery of St. Claire,Places of Worship,Cell 74,NA,"new, visited",NA,humancoding_fall,-71.1220626,42.3080823,806
Monmouth Street Park,Parks,Cell 123,ChIJG-eXTvJ544kRLZ0nSOvYzlo,checked,park,googlapi,-71.106665,42.3453887,807
Monsignor Reynolds Playground,Parks,Cell 145,NA,new,NA,humancoding_fall,-71.0706618,42.3404075,808
More Than Words Warehouse,Social Businesses,Cell 145,ChIJBefn229644kRLwJZ-3iJRUU,checked,bookstore,googlapi,-71.063382,42.343343,811
Mosaic Boston Fenway Women's Thursday Community Group,Places of Worship,Cell 106,NA,new,NA,humancoding_fall,-71.111544,42.335278,812
Mosque for Praising Allah,Places of Worship,Cell 108,NA,new,NA,humancoding_fall,-71.083285,42.3328577,814
Mothers Rest,Parks,Cell 143,NA,new,NA,humancoding_fall,-71.0910584,42.3449245,815
Mothers Rest at Four Corners,Parks,Cell 78,ChIJnVUbYJV744kRrLFUq2wJ55o,checked,park,googlapi,-71.072008,42.297502,816
"Mount Bowdoin Green
",Parks,Cell 77,NA,new,NA,humancoding_fall,-71.0760944,42.3024185,817
Mozart Park,Parks,Cell 95,ChIJW1WKrYF544kRxdpZbiDN4PI,checked,park,googlapi,-71.104487,42.322348,818
Mt Pleasant Play Area,Parks,Cell 108,NA,new,NA,humancoding_fall,-71.0792545,42.3270833,819
Mt Vernon Press,Other,Cell 173,NA,new,NA,humancoding_fall,-71.0666892,42.358446,820
Mt. Calvary Baptist Church,Places of Worship,Cell 96,NA,new,NA,humancoding_fall,-71.0842164,42.321388,821
"Mt. Calvary Holy Church of America
",Places of Worship,Cell 86,NA,new,NA,humancoding_fall,-71.080899,42.3125765,822
Mud House,Social Businesses,Cell 71,ChIJJ8aYz3Z744kRtSw3sCZQzJc,checked,cafe,googlapi,-71.044655,42.286482,823
Mugar Memorial Library,Community Spaces,Cell 142,ChIJSTDQGPB544kRUrGqwnzPLz0,checked,library,googlapi,-71.1080361,42.350956,824
"Muhammad's Mosque
",Places of Worship,Cell 86,NA,new,NA,humancoding_fall,-71.0826891,42.3082831,825
Mullen Square,Parks,Cell 98,NA,new,NA,humancoding_fall,-71.0579866,42.3193191,826
"Murphy Field & Playground
",Parks,Cell 74,NA,"new, visited",NA,humancoding_fall,-71.1132895,42.3073388,827
Murphy Memorial Skating Rink,Parks,Cell 148,NA,"new, visited",NA,humancoding_fall,-71.0236403,42.3368033,828
Murphy Playground,Parks,Cell 106,ChIJFSbSzpB544kRUylt4IF5oNg,checked,park,googlapi,-71.114679,42.334845,829
Murphy Playground,Parks,Cell 74,ChIJ7YSIDml544kRwsLeqLJnOzI,"checked, visited",park,googlapi,-71.114308,42.307142,830
Museum of African American History,Other,Cell 173,NA,new,NA,humancoding_fall,-71.065122,42.3599978,831
"Museum of Fine Arts, Boston",Other,Cell 124,NA,"new, visited",NA,humancoding_fall,-71.094048,42.339381,832
Museum of Science,Other,Cell 182,NA,new,NA,humancoding_fall,-71.0711629,42.3675716,833
MW Hair Studio Boston,Social Businesses,Cell 147,NA,new,NA,humancoding_fall,-71.0439852,42.3375284,834
